NumQubits;SizeOfDMat;SizeOfSMat;SizeOfFMat;CreationTimeDMat;CreationTimeSMat;CreationTimeFMat;AccessTimeDMat;AccessTimeSMat;AccessTimeFMat
7;262256;9328;72;0;1000960;0;2001920;121110016;55049728
8;1048688;147568;88;2001920;3002624;0;10009344;469425920;220199936
9;4194416;36976;72;5005568;1000960;0;37033728;1873701120;831755264
10;16777328;589936;120;30027520;12011008;0;157142784;7528835840;3805455360
3;1136;1192;40;0;0;0;0;1008384;0
4;4208;2288;40;0;992512;0;0;2002944;1008128
5;16496;4712;56;0;1000960;0;0;8007168;3002624
6;65648;9328;56;1000960;1000960;0;0;31027968;13011968
7;262256;9328;72;0;1000448;0;2001920;121109760;56050944
8;1048688;147568;88;2001920;2001920;0;10009088;471428096;221200896
9;4194416;36976;72;5004288;1000704;0;38034432;1862691328;836759808
10;16777328;589936;120;31027968;12011008;0;152137984;7540846848;3794437120
3;1136;1192;40;0;1000448;0;0;0;0
4;4208;2288;40;0;0;0;0;1001216;0
5;16496;4712;56;1000704;1001472;0;0;8006656;3003136
6;65648;9328;56;0;1001472;0;0;31027456;14012160
7;262256;9328;72;0;1001728;0;2001408;119107840;55050496
8;1048688;147568;88;2001408;2002176;0;10008832;471428096;222202368
9;4194416;36976;72;6004992;1001216;0;39035136;1878706176;838762240
10;16777328;589936;120;37032960;13012480;0;157142528;7722020096;3775427328
3;1136;1192;40;0;1000960;0;0;0;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;1001216;0;8006912;3002880
6;65648;9328;56;0;1000960;0;1000704;30027520;13011712
7;262256;9328;72;0;1000960;0;2002176;119107840;56050944
8;1048688;147568;88;2001664;2002176;0;10008832;470427136;221200896
9;4194416;36976;72;5004544;1000960;0;38034432;1864693504;859771392
10;16777328;589936;120;40036352;12010240;0;169153792;7520837376;3808457984
3;1136;1192;40;0;1001728;0;0;0;0
4;4208;2288;40;1008384;0;0;0;2002176;1000960
5;16496;4712;56;0;1000960;0;0;7006208;4004096
6;65648;9328;56;0;0;0;1000960;30027264;14012672
7;262256;9328;72;0;1000960;0;2001664;121110016;55049728
8;1048688;147568;88;2001920;2001920;0;10008832;470427392;218198784
9;4194416;36976;72;5004288;1001216;0;39035136;1859688704;833757184
10;16777328;589936;120;31028224;12010752;0;160145408;7502812416;3777430272
3;1136;1192;40;0;992512;0;0;0;1001472
4;4208;2288;40;0;1008640;0;0;2001664;1000960
5;16496;4712;56;0;1000960;0;0;7006464;4003584
6;65648;9328;56;0;0;0;1001216;30027008;13011968
7;262256;9328;72;1000960;1000704;0;3002880;121110016;55049984
8;1048688;147568;88;2001664;3002624;0;10009344;472429056;221200640
9;4194416;36976;72;5004544;1000960;0;40036352;1865693952;834757888
10;16777328;589936;120;31028224;13011968;0;151137280;7542848512;3810459904
3;1136;1192;40;0;1002240;0;0;0;0
4;4208;2288;40;0;0;0;0;2001664;1000960
5;16496;4712;56;0;1000704;0;0;7006464;4003840
6;65648;9328;56;0;0;0;1000960;30027264;14012672
7;262256;9328;72;0;1000960;0;2001920;118107136;54049536
8;1048688;147568;88;2001152;3002880;0;10009344;468424960;219199232
9;4194416;36976;72;5004800;2001664;0;39035392;1870698752;832755968
10;16777328;589936;120;31028224;12010752;0;155141120;7507816448;3787438848
3;1136;1192;40;0;0;0;0;1001472;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;1000704;7006464;4003584
6;65648;9328;56;0;0;0;1000960;30027264;14012672
7;262256;9328;72;1000960;1000960;0;3002624;122110976;54049024
8;1048688;147568;88;2001664;3002880;0;9008128;482438144;220199936
9;4194416;36976;72;5004544;1000960;0;38034432;1854684160;828752384
10;16777328;589936;120;30027264;12011008;0;155140608;7534841600;3765418752
3;1136;1192;40;0;992512;0;0;0;0
4;4208;2288;40;1009152;0;0;0;2002176;1000448
5;16496;4712;56;0;1000960;0;0;7006208;4003840
6;65648;9328;56;0;0;0;1000960;30027264;14012416
7;262256;9328;72;0;1001216;0;2001664;121110016;54049024
8;1048688;147568;88;1000704;3002880;0;10009088;474430720;222201600
9;4194416;36976;72;5004544;1000960;0;38034176;1889715968;826750464
10;16777328;589936;120;31028224;13011968;0;151137024;7576870912;3849495296
3;1136;1192;40;0;0;0;0;1001728;0
4;4208;2288;40;0;1000448;0;0;2001920;1000192
5;16496;4712;56;0;1000960;0;0;8007680;3002368
6;65648;9328;56;1000960;1000960;0;0;31027968;13011712
7;262256;9328;72;1000960;0;0;2002432;120108800;55058176
8;1048688;147568;88;2002176;3002368;0;10009088;468425472;218198272
9;4194416;36976;72;5004288;2001664;0;40036608;1886712832;836759808
10;16777328;589936;120;34031104;12011008;0;156141568;7531838976;3816465152
3;1136;1192;40;0;993280;0;0;0;0
4;4208;2288;40;0;0;0;1000960;1001216;1000448
5;16496;4712;56;0;1000960;0;0;7006208;4003840
6;65648;9328;56;1000704;1000960;0;0;31028224;13011712
7;262256;9328;72;1001216;1000704;0;3002880;119108096;55049728
8;1048688;147568;88;2001920;2002176;0;10008576;472429568;224203008
9;4194416;36976;72;5004800;1000960;0;39035392;1886713088;834757888
10;16777328;589936;120;32029184;12011008;0;157142784;7509810176;3766428160
3;1136;1192;40;0;992256;0;0;0;0
4;4208;2288;40;0;0;0;0;2009088;1000704
5;16496;4712;56;0;1000960;0;0;7006464;4003584
6;65648;9328;56;0;0;0;1001216;31027968;13011968
7;262256;9328;72;1000704;1000960;0;3002624;121110016;56050944
8;1048688;147568;88;2001920;3002880;0;10009088;479435264;217197312
9;4194416;36976;72;5004544;2002944;0;38033664;1893719296;830754304
10;16777328;589936;120;32029184;12011008;0;155141120;7487798528;3804454400
3;1136;1192;40;0;0;0;0;993024;0
4;4208;2288;40;0;0;0;0;2009600;1000960
5;16496;4712;56;0;1004800;0;0;8003328;3002880
6;65648;9328;56;0;1000960;0;1000960;30027264;13011712
7;262256;9328;72;0;1001472;0;3002112;117106432;54049024
8;1048688;147568;88;2002176;3002880;0;9008384;471427840;221200896
9;4194416;36976;72;5004800;1002240;0;40035072;1871699456;828752384
10;16777328;589936;120;32029184;12011008;0;166150912;7543849728;3813462528
3;1136;1192;40;0;993536;0;0;0;0
4;4208;2288;40;0;0;0;0;1001216;0
5;16496;4712;56;1000960;1000704;0;0;8007680;3002368
6;65648;9328;56;0;1000960;0;0;30027264;13011712
7;262256;9328;72;1000960;1000960;0;3002624;121110016;55049984
8;1048688;147568;88;2001920;3002880;0;9008128;471428096;220199936
9;4194416;36976;72;5004544;2001664;0;39035392;1875703296;834757888
10;16777328;589936;120;31027968;12011008;0;150136320;7484795904;3803453440
3;1136;1192;40;0;0;0;0;1009920;0
4;4208;2288;40;0;0;0;0;2001920;1000960
5;16496;4712;56;0;0;0;1000960;7006464;4003584
6;65648;9328;56;0;1000960;0;1000704;30027520;14012416
7;262256;9328;72;1000960;1001472;0;3002368;118107136;54049024
8;1048688;147568;88;2001920;2001920;0;9008128;482438144;222201856
9;4194416;36976;72;5005568;1001728;0;39035392;1867695872;828752384
10;16777328;589936;120;32029184;12011008;0;158143488;7502812416;3770423552
3;1136;1192;40;0;1001728;0;0;0;1008384
4;4208;2288;40;0;1001216;0;0;2001664;0
5;16496;4712;56;1000960;1000704;0;0;7006720;4003328
6;65648;9328;56;0;0;0;0;30027008;14012416
7;262256;9328;72;1001216;1000704;0;3002880;118107904;55049984
8;1048688;147568;88;2001408;2001664;0;9007360;476432640;222201600
9;4194416;36976;72;5004544;2001664;0;39035392;1860689664;838761472
10;16777328;589936;120;31028224;12011008;0;162147072;7505815296;3767420672
3;1136;1192;40;0;992512;0;0;0;0
4;4208;2288;40;0;0;0;0;1000960;1000704
5;16496;4712;56;0;1000960;0;0;7006208;3002880
6;65648;9328;56;0;1001216;0;1000704;29026304;13011968
7;262256;9328;72;1000960;1000704;0;2001920;116105472;55049728
8;1048688;147568;88;2001920;3002880;0;9008128;472428800;220200192
9;4194416;36976;72;5004288;1000960;0;39035392;1867695616;829753600
10;16777328;589936;120;32029184;11010048;0;165149952;7479791360;3799449856
3;1136;1192;40;0;1001216;0;0;0;0
4;4208;2288;40;1009152;0;0;0;2001664;1000960
5;16496;4712;56;1000960;1000960;0;0;7006208;4003840
6;65648;9328;56;0;0;0;1000960;29026304;13011968
7;262256;9328;72;0;1000704;0;2001920;117106176;54049280
8;1048688;147568;88;2001664;3002368;0;10009344;480436224;221200896
9;4194416;36976;72;5004032;1000448;0;38024960;1859697408;830754304
10;16777328;589936;120;32029184;12011008;0;161146368;7543841536;4064689920
3;1136;1192;40;0;1000960;0;0;0;1000704
4;4208;2288;40;0;1001984;0;0;2001664;1000960
5;16496;4712;56;0;0;0;0;8006400;4003584
6;65648;9328;56;0;0;0;1000704;31028992;13010688
7;262256;9328;72;0;1000960;0;3002112;121110016;55050752
8;1048688;147568;88;2001152;3002624;0;9008384;476432128;221200896
9;4194416;36976;72;5005056;2002176;0;38034176;1888715008;848770048
10;16777328;589936;120;34030848;12011520;0;155140864;7562867456;3801433600
3;1136;1192;40;0;0;0;0;1001472;0
4;4208;2288;40;0;0;0;0;2001664;1000704
5;16496;4712;56;0;0;0;1000448;7006976;3002112
6;65648;9328;56;0;1000704;0;1001216;30027008;13012480
7;262256;9328;72;0;1000704;0;2002688;120107776;55050496
8;1048688;147568;88;3002112;2002176;0;9009152;474430464;220199168
9;4194416;36976;72;6006528;1000704;0;38033408;1871699712;849771520
10;16777328;589936;120;31027968;12011776;0;153138688;7773057280;3896538624
3;1136;1192;40;0;1000704;0;0;0;0
4;4208;2288;40;1000960;0;0;0;3003648;1000192
5;16496;4712;56;0;1000704;0;0;8008192;3002624
6;65648;9328;56;0;1000704;0;1000960;30027264;14013440
7;262256;9328;72;1000192;1000704;0;3002880;124112640;56051712
8;1048688;147568;88;2001920;3003136;0;9008128;486441984;225204224
9;4194416;36976;72;5004288;1001216;0;40036608;1943764736;840763648
10;16777328;589936;120;29026816;12009984;0;157143552;7878152960;3956592640
3;1136;1192;40;0;0;0;0;0;0
4;4208;2288;40;0;0;0;0;2000640;1000960
5;16496;4712;56;0;1000704;0;0;9009152;5003776
6;65648;9328;56;0;1001216;0;0;31026944;14012672
7;262256;9328;72;1000960;1000960;1000704;2003200;128115200;58052864
8;1048688;147568;88;2002176;3002624;0;10008576;508461824;241219584
9;4194416;36976;72;6005504;1001472;0;44039680;1950770688;879798784
10;16777328;589936;120;30028288;12009984;0;172156416;8005270016;4103725568
3;1136;1192;40;0;0;0;0;1000704;0
4;4208;2288;40;0;0;0;0;2000896;1000704
5;16496;4712;56;0;0;0;1000960;7007232;4003328
6;65648;9328;56;0;0;0;1000704;30028288;13011712
7;262256;9328;72;0;1000960;0;2001920;122111232;56049664
8;1048688;147568;88;2001920;3002880;0;10008832;481437184;232210688
9;4194416;36976;72;6006016;1000448;0;40036096;2029842176;844767232
10;16777328;589936;120;29027328;12010240;0;151138048;7581883904;3803461888
3;1136;1192;40;0;0;0;0;1001216;0
4;4208;2288;40;0;0;0;0;2001408;992768
5;16496;4712;56;0;0;0;0;8007424;3002624
6;65648;9328;56;0;1000960;0;1000960;30027264;13011712
7;262256;9328;72;0;1000960;0;2001664;119108352;54048768
8;1048688;147568;88;2002176;3011328;0;9007872;469426432;222201600
9;4194416;36976;72;5004544;1000960;0;38034432;1883710208;831755264
10;16777328;589936;120;30027520;12010752;0;152137984;7469782272;3826474496
3;1136;1192;40;0;0;0;0;997376;0
4;4208;2288;40;0;1002496;0;0;2009344;1000448
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;0;1000960;0;1000960;30027520;14012416
7;262256;9328;72;0;1000960;0;2001920;121109760;56050944
8;1048688;147568;88;2001920;4003840;0;10009088;465422592;218198016
9;4194416;36976;72;5004544;1000960;0;37042688;1860689152;838761728
10;16777328;589936;120;30027008;12010752;0;155140864;7485788416;3777438464
3;1136;1192;40;0;993792;0;0;0;999168
4;4208;2288;40;0;1009920;0;0;2002688;999936
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;0;1000960;0;0;31028992;13011200
7;262256;9328;72;1001216;1000192;0;3003136;120108800;54049280
8;1048688;147568;88;2001664;3002880;0;9007872;468425472;222201856
9;4194416;36976;72;6005248;1000960;0;38034432;1856685824;826750720
10;16777328;589936;120;32028928;12010752;0;151137280;7505815040;3777429760
3;1136;1192;40;0;0;0;0;1001984;0
4;4208;2288;40;0;1008640;0;0;2002176;1000448
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;1000704;1001216;0;0;31027968;13011712
7;262256;9328;72;1000960;1000960;0;3002624;121110272;55049728
8;1048688;147568;88;2001920;3002624;0;10009088;483439360;219198720
9;4194416;36976;72;5004288;1000704;0;37033472;1868696832;839762432
10;16777328;589936;120;31028224;11010048;0;152138240;7485797120;3817465856
3;1136;1192;40;1000704;0;0;0;1000960;0
4;4208;2288;40;0;0;0;0;2001664;1000960
5;16496;4712;56;0;0;0;1001216;7006208;3002624
6;65648;9328;56;0;1000960;0;1000960;30027264;13011712
7;262256;9328;72;1000960;1000704;0;3002880;120109056;55049984
8;1048688;147568;88;2001920;3002624;0;10009088;472428800;224203520
9;4194416;36976;72;5004800;1001216;0;39035392;1866694912;840763392
10;16777328;589936;120;31028224;12010752;0;155141120;7555860480;3774426880
3;1136;1192;40;0;994048;0;0;0;999168
4;4208;2288;40;0;1009408;0;0;2001920;1000960
5;16496;4712;56;0;1000960;0;0;8007168;3003136
6;65648;9328;56;0;1000960;0;0;31027968;13012224
7;262256;9328;72;1000448;1001984;0;3002624;121108992;55050240
8;1048688;147568;88;2001920;3003392;0;9007872;480436224;218198016
9;4194416;36976;72;5004288;2001920;0;38034432;1861690368;838761472
10;16777328;589936;120;30027264;12011008;0;152138240;7515824128;3769422592
3;1136;1192;40;993024;0;0;0;1001472;0
4;4208;2288;40;0;0;0;0;2002176;1000704
5;16496;4712;56;0;0;0;1001216;7006208;4003584
6;65648;9328;56;0;1000960;0;1000960;30027264;13011712
7;262256;9328;72;0;1000960;0;2001920;119108096;54049024
8;1048688;147568;88;2001920;3002880;0;9008128;480436224;220199936
9;4194416;36976;72;5004544;1001216;0;38034176;1863692032;830754304
10;16777328;589936;120;31028480;11010048;0;158143744;7529836800;3803453440
3;1136;1192;40;0;0;0;0;993536;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;0;8007168;3002880
6;65648;9328;56;0;1000960;0;992768;29034496;13011968
7;262256;9328;72;1000704;1000960;0;2001920;118107136;55049984
8;1048688;147568;88;2001920;2001920;0;10009088;474430720;223202816
9;4194416;36976;72;5004288;1000704;0;39035392;1870698496;835758848
10;16777328;589936;120;30027264;11010048;0;155140864;7518827008;3802452480
3;1136;1192;40;0;1003264;0;0;0;990976
4;4208;2288;40;0;1008384;0;0;2001920;1000960
5;16496;4712;56;0;1000960;0;0;8007168;3002624
6;65648;9328;56;1000960;1001984;0;999936;30027264;14012672
7;262256;9328;72;0;1000960;0;3002624;118107136;54049024
8;1048688;147568;88;3002880;2001920;0;10008832;480436224;224204288
9;4194416;36976;72;6004992;2001920;0;39035392;1862691072;837760512
10;16777328;589936;120;31028224;12011008;0;162147072;7525833472;3796446976
3;1136;1192;40;993024;0;0;0;1001984;0
4;4208;2288;40;0;0;0;0;2002176;1000704
5;16496;4712;56;0;0;0;1000960;7006208;4003840
6;65648;9328;56;0;1000704;0;1000960;30027264;13011968
7;262256;9328;72;0;1000704;0;2002176;120108544;55051008
8;1048688;147568;88;2001152;3002880;0;10008832;487442688;221200896
9;4194416;36976;72;5004544;1000960;0;40036352;1864692992;826750720
10;16777328;589936;120;30027264;11010048;0;154140160;7480792320;3784427776
3;1136;1192;40;0;0;0;0;1009920;0
4;4208;2288;40;0;991744;0;0;2010624;1000704
5;16496;4712;56;0;1000960;0;0;8007424;3002624
6;65648;9328;56;1000960;1000960;0;0;31028224;13011712
7;262256;9328;72;1000960;1000960;0;2001664;121110016;55049984
8;1048688;147568;88;2001920;3002624;0;9008128;476432640;217197056
9;4194416;36976;72;5004800;1000960;0;39035136;1874702080;833757184
10;16777328;589936;120;31028224;12010752;0;157142528;7504814336;3787438848
3;1136;1192;40;0;991232;0;0;0;0
4;4208;2288;40;0;0;0;1008128;1001216;1000704
5;16496;4712;56;1000704;1000704;0;0;8007424;3002880
6;65648;9328;56;0;1000960;0;0;31027968;13011968
7;262256;9328;72;1000704;1000960;0;3002624;124112896;55049728
8;1048688;147568;88;2001920;2001920;0;9008384;476432640;219198976
9;4194416;36976;72;6005248;2001920;0;40036352;1865693952;826750720
10;16777328;589936;120;31028224;12010752;0;159144448;7496806912;3787439104
3;1136;1192;40;0;0;0;0;1000704;0
4;4208;2288;40;0;0;0;0;2001920;1000960
5;16496;4712;56;0;0;0;0;8007168;3002624
6;65648;9328;56;0;1000960;0;1000960;30027264;13011712
7;262256;9328;72;0;1000704;0;2001664;118107136;55049984
8;1048688;147568;88;2001920;3002880;0;10008576;473430016;219198976
9;4194416;36976;72;5004800;1000960;0;41037056;1876704000;823748096
10;16777328;589936;120;31028224;12011008;0;157142784;7547853568;3806456064
3;1136;1192;40;0;993280;0;0;0;1000704
4;4208;2288;40;0;1008384;0;0;2001920;0
5;16496;4712;56;0;1000960;0;0;8007680;3002112
6;65648;9328;56;0;1000960;0;0;31028224;13011968
7;262256;9328;72;1000704;1000960;0;3002624;119099648;55050496
8;1048688;147568;88;2002432;2001920;0;10008064;480436480;223202816
9;4194416;36976;72;5004032;1000960;0;38035200;1892718336;869789184
10;16777328;589936;120;34031104;12011008;0;153138432;7663959296;3806455552
3;1136;1192;40;0;1008384;0;0;0;0
4;4208;2288;40;0;0;0;0;2001664;1000960
5;16496;4712;56;0;0;0;1000704;7006208;4003840
6;65648;9328;56;0;1001216;0;1000448;30027520;13011456
7;262256;9328;72;1000960;1001728;0;3002112;118107136;54049024
8;1048688;147568;88;2001920;3002880;0;9008128;469426176;219198976
9;4194416;36976;72;5004800;1000960;0;39035392;1851681280;829753344
10;16777328;589936;120;31022592;16014592;0;153139712;7442765824;3773426432
3;1136;1192;40;0;0;0;0;1008384;0
4;4208;2288;40;0;0;0;0;2001664;1000960
5;16496;4712;56;0;0;0;0;8007168;3002624
6;65648;9328;56;0;1000704;0;1001216;30027264;13011712
7;262256;9328;72;1000960;1000960;0;3002624;120109056;56050944
8;1048688;147568;88;2001664;3002624;0;9008384;477433344;222201856
9;4194416;36976;72;5004800;2001664;0;40036352;1864693248;838761472
10;16777328;589936;120;30027264;12010752;0;150136832;7485787904;3834481408
3;1136;1192;40;0;1000448;0;0;0;0
4;4208;2288;40;0;0;0;1000704;1000192;1001984
5;16496;4712;56;0;1000960;0;0;7005440;4003840
6;65648;9328;56;0;1001472;0;0;30026752;13012224
7;262256;9328;72;0;1002496;0;2000384;118107392;55050496
8;1048688;147568;88;3002112;3002624;0;10009088;465431296;228207104
9;4194416;36976;72;5004544;992000;0;39036160;1848679680;842763776
10;16777328;589936;120;32029184;12011264;0;150136064;7466778624;3823479808
3;1136;1192;40;0;0;0;0;1009664;0
4;4208;2288;40;0;0;0;0;2001664;1000704
5;16496;4712;56;0;0;0;1001216;7006208;3002624
6;65648;9328;56;0;1000704;0;1000960;30027264;13011712
7;262256;9328;72;1000960;1000960;0;2993920;119117056;56050944
8;1048688;147568;88;3002624;3002624;0;10009088;472429056;221200640
9;4194416;36976;72;5004544;1000960;0;39035392;1852682240;842765056
10;16777328;589936;120;32029184;12010752;0;164149248;7450756608;3831487232
3;1136;1192;40;0;1001216;0;0;992256;0
4;4208;2288;40;0;1009408;0;0;2001664;1000960
5;16496;4712;56;0;1000704;0;0;8007168;3002880
6;65648;9328;56;1000960;1001216;0;0;30027008;13011712
7;262256;9328;72;0;1000960;0;3002624;115104768;55049728
8;1048688;147568;88;2001920;3002624;0;9008128;477433600;223202560
9;4194416;36976;72;5004544;1000960;0;40036096;1853682944;835758848
10;16777328;589936;120;30027264;13011712;0;159144448;7445760512;3789441024
3;1136;1192;40;992768;0;0;1002240;0;0
4;4208;2288;40;0;0;0;0;2001920;1000960
5;16496;4712;56;0;0;0;1000960;7006464;3002624
6;65648;9328;56;0;1000960;0;1000704;29026816;14012416
7;262256;9328;72;0;1001216;0;2001664;119107840;56050944
8;1048688;147568;88;2001920;3002624;0;10009344;471427584;222201856
9;4194416;36976;72;5004544;2002176;0;40036096;1866694656;841764352
10;16777328;589936;120;30027264;12011008;0;156141568;7412730624;3825473536
3;1136;1192;40;0;0;0;0;1001728;0
4;4208;2288;40;0;1008896;0;0;2001664;1000960
5;16496;4712;56;0;1000704;0;0;8007424;3002624
6;65648;9328;56;0;1000960;0;0;29026304;14012928
7;262256;9328;72;0;1001216;0;2001664;119108096;55049984
8;1048688;147568;88;2001920;3002368;0;9008384;465422336;221200896
9;4194416;36976;72;5004544;1000960;0;39035392;1857686784;830754304
10;16777328;589936;120;31028224;11010048;0;156141824;7428744960;3815464448
3;1136;1192;40;0;993536;0;0;0;1008128
4;4208;2288;40;0;0;0;0;1000960;1000704
5;16496;4712;56;1000704;1001216;0;0;7006464;4003328
